Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S106725732,Canada Goose,Branta canadensis,324,1,US-VA,Newport News,L11349416,Camp Morrison,37.03944,-76.464139,2022-04-10,03:17 PM,eBird - Stationary Count,8,1,,,1
S106774117,Canada Goose,Branta canadensis,324,10,US-VA,Newport News,L11349416,Camp Morrison,37.03944,-76.464139,2022-04-11,07:11 AM,eBird - Stationary Count,25,1,,,1
S107573854,Canada Goose,Branta canadensis,324,12,US-VA,Newport News,L11349416,Camp Morrison,37.03944,-76.464139,2022-04-20,06:26 PM,eBird - Traveling Count,34,1,.402,,1
S107634812,Canada Goose,Branta canadensis,324,10,US-VA,Newport News,L11349416,Camp Morrison,37.03944,-76.464139,2022-04-21,03:10 PM,eBird - Stationary Count,12,1,,,1
S108958277,Canada Goose,Branta canadensis,324,7,US-VA,Newport News,L11349416,Camp Morrison,37.03944,-76.464139,2022-05-04,05:53 PM,eBird - Stationary Count,40,1,,,1
S109855830,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L11349416,Camp Morrison,37.03944,-76.464139,2022-05-13,07:54 AM,eBird - Traveling Count,32,1,.402,,1
S110698515,Canada Goose,Branta canadensis,324,10,US-VA,Newport News,L11349416,Camp Morrison,37.03944,-76.464139,2022-05-19,06:07 PM,eBird - Traveling Count,2,1,.08,,1
S132930214,Canada Goose,Branta canadensis,324,9,US-VA,Newport News,L11349416,Camp Morrison,37.03944,-76.464139,2023-04-07,08:11 AM,eBird - Traveling Count,22,1,.322,,1,,,"Cool, damp morning. 54, down from mid 80s yesterday. WEVI and NRWS both first of year."
S133549772,Canada Goose,Branta canadensis,324,12,US-VA,Newport News,L11349416,Camp Morrison,37.03944,-76.464139,2023-04-12,06:34 PM,eBird - Stationary Count,7,1,,,2
S134025814,Canada Goose,Branta canadensis,324,5,US-VA,Newport News,L11349416,Camp Morrison,37.03944,-76.464139,2023-04-16,06:06 PM,eBird - Stationary Count,5,1,,,1
S134132164,Canada Goose,Branta canadensis,324,6,US-VA,Newport News,L11349416,Camp Morrison,37.03944,-76.464139,2023-04-17,06:53 PM,eBird - Stationary Count,6,1,,,1
S134254721,Canada Goose,Branta canadensis,324,8,US-VA,Newport News,L11349416,Camp Morrison,37.03944,-76.464139,2023-04-19,07:12 AM,eBird - Stationary Count,20,1,,,1,,,Nearly all YRWA and PAWA seen together as they moved steadily from one small tree stand to another. Conservative count.
S134694920,Canada Goose,Branta canadensis,324,6,US-VA,Newport News,L11349416,Camp Morrison,37.03944,-76.464139,2023-04-23,07:04 AM,eBird - Stationary Count,14,1,,,1
S135153401,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L11349416,Camp Morrison,37.03944,-76.464139,2023-04-27,07:25 AM,eBird - Stationary Count,12,1,,,1
S135308660,Canada Goose,Branta canadensis,324,5,US-VA,Newport News,L11349416,Camp Morrison,37.03944,-76.464139,2023-04-28,02:15 PM,eBird - Stationary Count,25,1,,,1
S135523900,Canada Goose,Branta canadensis,324,8,US-VA,Newport News,L11349416,Camp Morrison,37.03944,-76.464139,2023-04-30,07:18 AM,eBird - Stationary Count,9,1,,,1
S135666281,Canada Goose,Branta canadensis,324,18,US-VA,Newport News,L11349416,Camp Morrison,37.03944,-76.464139,2023-05-01,06:24 AM,eBird - Stationary Count,34,1,,,2,,,"54 deg., quite breezy. Hard to hear much birdsong. Marsh inundated by yesterday’s heavy rains."
S135786784,Canada Goose,Branta canadensis,324,10,US-VA,Newport News,L11349416,Camp Morrison,37.03944,-76.464139,2023-05-02,07:40 AM,eBird - Traveling Count,50,1,.402,,1,FL Recently Fledged Young
S136196489,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L11349416,Camp Morrison,37.03944,-76.464139,2023-05-04,05:07 PM,eBird - Stationary Count,12,1,,,1
S138423781,Canada Goose,Branta canadensis,324,14,US-VA,Newport News,L11349416,Camp Morrison,37.03944,-76.464139,2023-05-19,05:49 PM,eBird - Stationary Count,4,1,,,1,FL Recently Fledged Young
S139937017,Canada Goose,Branta canadensis,324,8,US-VA,Newport News,L11349416,Camp Morrison,37.03944,-76.464139,2023-05-30,05:27 PM,eBird - Stationary Count,10,1,,,1,,,Water level fairly high following all the rain. Frog chorus was as loud as I’ve ever heard it.
S49989529,Canada Goose,Branta canadensis,324,10,US-VA,Newport News,L6820665,Causey's Mill Park,37.0593866,-76.4834194,2018-11-17,07:57 AM,eBird - Traveling Count,15,1,.161,,1,,Flyover
S100363332,Canada Goose,Branta canadensis,324,1,US-VA,Newport News,L6820665,Causey's Mill Park,37.0593866,-76.4834194,2022-01-08,02:50 PM,eBird - Traveling Count,10,1,.161,,1
S67710942,Canada Goose,Branta canadensis,324,3,US-VA,Newport News,L718414,Deer Park,37.069,-76.4772,2020-04-24,06:55 AM,eBird - Traveling Count,85,1,2.414,,1
S33290326,Canada Goose,Branta canadensis,324,8,US-VA,Newport News,L3546717,Gildersleeve School Pond,37.0722372,-76.497778,2016-12-30,10:30 AM,eBird - Traveling Count,70,1,1.609,,2
S33923999,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L3546717,Gildersleeve School Pond,37.0722372,-76.497778,2017-01-25,10:55 AM,eBird - Casual Observation,,0,,,1
S33944594,Canada Goose,Branta canadensis,324,5,US-VA,Newport News,L3546717,Gildersleeve School Pond,37.0722372,-76.497778,2017-01-26,10:50 AM,eBird - Stationary Count,7,1,,,1
S35556644,Canada Goose,Branta canadensis,324,3,US-VA,Newport News,L3546717,Gildersleeve School Pond,37.0722372,-76.497778,2017-03-31,07:45 AM,eBird - Casual Observation,,0,,,1
S35872000,Canada Goose,Branta canadensis,324,1,US-VA,Newport News,L3546717,Gildersleeve School Pond,37.0722372,-76.497778,2017-04-11,10:09 AM,eBird - Traveling Count,35,1,.805,,1
S36679720,Canada Goose,Branta canadensis,324,4,US-VA,Newport News,L3546717,Gildersleeve School Pond,37.0722372,-76.497778,2017-05-09,10:32 AM,eBird - Traveling Count,30,1,.322,,1
S37230112,Canada Goose,Branta canadensis,324,16,US-VA,Newport News,L3546717,Gildersleeve School Pond,37.0722372,-76.497778,2017-05-29,07:01 PM,eBird - Traveling Count,120,1,.966,,1
S37673192,Canada Goose,Branta canadensis,324,4,US-VA,Newport News,L3546717,Gildersleeve School Pond,37.0722372,-76.497778,2017-06-18,07:21 PM,eBird - Traveling Count,45,1,.644,,1
S42278567,Canada Goose,Branta canadensis,324,1,US-VA,Newport News,L3546717,Gildersleeve School Pond,37.0722372,-76.497778,2018-01-27,12:49 PM,eBird - Traveling Count,70,1,.805,,1
S42452992,Canada Goose,Branta canadensis,324,5,US-VA,Newport News,L3546717,Gildersleeve School Pond,37.0722372,-76.497778,2018-02-03,10:04 AM,eBird - Traveling Count,5,1,.402,,1
S43061016,Canada Goose,Branta canadensis,324,6,US-VA,Newport News,L3546717,Gildersleeve School Pond,37.0722372,-76.497778,2018-02-21,10:38 AM,eBird - Traveling Count,2,1,.08,,1,,,"Walking to car. Mostly heard, save for geese and GBHE"
S44057797,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L3546717,Gildersleeve School Pond,37.0722372,-76.497778,2018-03-29,10:21 AM,eBird - Traveling Count,40,1,.644,,1
S44670172,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L3546717,Gildersleeve School Pond,37.0722372,-76.497778,2018-04-17,10:36 AM,eBird - Stationary Count,12,1,,,1
S44726362,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L3546717,Gildersleeve School Pond,37.0722372,-76.497778,2018-04-19,10:35 AM,eBird - Stationary Count,12,1,,,1
S49487899,Canada Goose,Branta canadensis,324,5,US-VA,Newport News,L3546717,Gildersleeve School Pond,37.0722372,-76.497778,2018-10-27,09:22 AM,eBird - Traveling Count,60,1,1.207,,1,,,"Windy, drizzling, high 50s. The Hoodies are back for the season."
S49991407,Canada Goose,Branta canadensis,324,14,US-VA,Newport News,L3546717,Gildersleeve School Pond,37.0722372,-76.497778,2018-11-17,08:20 AM,eBird - Traveling Count,90,1,.805,,1,,,"45°, sunny, calm."
S54859294,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L3546717,Gildersleeve School Pond,37.0722372,-76.497778,2019-04-12,10:08 AM,eBird - Traveling Count,30,1,.483,,1
S56182063,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L3546717,Gildersleeve School Pond,37.0722372,-76.497778,2019-05-06,10:09 AM,eBird - Traveling Count,22,1,.402,,1
S81768358,Canada Goose,Branta canadensis,324,18,US-VA,Newport News,L3546717,Gildersleeve School Pond,37.0722372,-76.497778,2021-02-16,04:57 PM,eBird - Stationary Count,7,1,,,1
S67574318,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L11078212,Hilton Village,37.0316034,-76.4612354,2020-04-21,07:04 AM,eBird - Traveling Count,71,1,2.05,,1
S81844871,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L11078212,Hilton Village,37.0316034,-76.4612354,2021-02-17,11:22 AM,eBird - Stationary Count,25,1,,,1
S82675875,Canada Goose,Branta canadensis,324,22,US-VA,Newport News,L11078212,Hilton Village,37.0316034,-76.4612354,2021-03-03,08:41 AM,eBird - Stationary Count,25,1,,,1,,Flyover flock,"Sunny, mid 40s. Very birdy"
S42814877,Canada Goose,Branta canadensis,324,20,US-VA,Newport News,L5419658,Huntington Park,37.0190531,-76.4543456,2018-02-15,03:13 PM,eBird - Traveling Count,30,1,.805,,1
S52339028,Canada Goose,Branta canadensis,324,11,US-VA,Newport News,L5419658,Huntington Park,37.0190531,-76.4543456,2019-02-03,12:46 PM,eBird - Traveling Count,25,1,.241,,1
S79335083,Canada Goose,Branta canadensis,324,9,US-VA,Newport News,L5419658,Huntington Park,37.0190531,-76.4543456,2021-01-16,10:01 AM,eBird - Traveling Count,100,1,3.065,,1
S101415454,Canada Goose,Branta canadensis,324,14,US-VA,Newport News,L5419658,Huntington Park,37.0190531,-76.4543456,2022-01-25,11:07 AM,eBird - Stationary Count,14,1,,,1
S41724060,Canada Goose,Branta canadensis,324,7,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2018-01-07,03:43 PM,eBird - Traveling Count,60,1,1.609,,1
S41753428,Canada Goose,Branta canadensis,324,23,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2018-01-08,02:56 PM,eBird - Traveling Count,120,1,1.127,,1
S41874161,Canada Goose,Branta canadensis,324,37,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2018-01-13,02:53 PM,eBird - Traveling Count,30,1,.322,,1
S42044959,Canada Goose,Branta canadensis,324,85,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2018-01-18,11:16 AM,eBird - Traveling Count,45,1,.322,,1
S42091763,Canada Goose,Branta canadensis,324,30,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2018-01-20,08:05 AM,eBird - Traveling Count,90,1,.402,,3,,,44° windy
S42440489,Canada Goose,Branta canadensis,324,5,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2018-02-02,04:09 PM,eBird - Traveling Count,55,1,.483,,1
S49762559,Canada Goose,Branta canadensis,324,32,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2018-11-08,04:10 PM,eBird - Traveling Count,40,1,.483,,1
S50025210,Canada Goose,Branta canadensis,324,11,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2018-11-18,12:15 PM,eBird - Traveling Count,50,1,.483,,1
S51331890,Canada Goose,Branta canadensis,324,24,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2019-01-05,09:24 AM,eBird - Traveling Count,45,1,.483,,1
S52019674,Canada Goose,Branta canadensis,324,22,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2019-01-25,08:41 AM,eBird - Traveling Count,92,1,.322,,1
S52339063,Canada Goose,Branta canadensis,324,10,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2019-02-03,09:59 AM,eBird - Traveling Count,40,1,.322,,1
S52510462,Canada Goose,Branta canadensis,324,7,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2019-02-08,04:30 PM,eBird - Traveling Count,35,1,.322,,1
S52626694,Canada Goose,Branta canadensis,324,25,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2019-02-12,11:21 AM,eBird - Traveling Count,45,1,.322,,1
S67691413,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2020-04-23,03:07 PM,eBird - Traveling Count,32,1,.968,,1
S78489441,Canada Goose,Branta canadensis,324,4,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2021-01-02,12:18 PM,eBird - Traveling Count,30,1,.322,,1
S79813935,Canada Goose,Branta canadensis,324,28,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2021-01-24,09:56 AM,eBird - Traveling Count,40,1,.621,,1
S80115898,Canada Goose,Branta canadensis,324,25,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2021-01-30,08:27 AM,eBird - Traveling Count,71,1,1.721,,1
S81362697,Canada Goose,Branta canadensis,324,20,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2021-02-14,11:02 AM,eBird - Traveling Count,25,1,.322,,1,,,"Large mixed flock of YRWA, PAWA and juncos moving through the open field of the park."
S82821147,Canada Goose,Branta canadensis,324,7,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2021-03-05,04:35 PM,eBird - Stationary Count,12,1,,,1
S101653961,Canada Goose,Branta canadensis,324,80,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2022-01-29,12:08 PM,eBird - Traveling Count,40,1,.402,,1
S106429710,Canada Goose,Branta canadensis,324,6,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2022-04-06,06:30 PM,eBird - Traveling Count,41,1,.322,,1
S106552524,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2022-04-08,04:31 PM,eBird - Stationary Count,9,1,,,1,,,"Windy, choppy water, little action."
S109666305,Canada Goose,Branta canadensis,324,16,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2022-05-11,09:43 AM,eBird - Traveling Count,78,1,.563,,1
S135309675,Canada Goose,Branta canadensis,324,16,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2023-04-28,12:57 PM,eBird - Stationary Count,15,1,,,1
S134697247,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L9347571,Lions Bridge,37.0414774,-76.4873928,2023-04-23,07:32 AM,eBird - Traveling Count,18,1,.241,,1
S22754010,Canada Goose,Branta canadensis,324,12,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2015-04-05,07:50 AM,eBird - Traveling Count,270,1,8.047,,1
S43756706,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2018-03-18,03:15 PM,eBird - Traveling Count,45,1,.402,,1
S44732526,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2018-04-19,05:21 PM,eBird - Traveling Count,50,1,.402,,1,,,Worked a small patch of Boundary Rd.
S45821817,Canada Goose,Branta canadensis,324,7,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2018-05-19,08:04 AM,eBird - Traveling Count,170,1,7.242,,1
S49141208,Canada Goose,Branta canadensis,324,1,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2018-10-12,07:49 AM,eBird - Traveling Count,240,1,1.609,,1
S52145450,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2019-01-28,03:37 PM,eBird - Traveling Count,45,1,1.609,,1
S53171450,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2019-02-26,05:43 PM,eBird - Casual Observation,,0,,,1,,,Observed while running 
S55162474,Canada Goose,Branta canadensis,324,4,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2019-04-20,07:36 AM,eBird - Traveling Count,120,1,4.828,,1
S55203245,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2019-04-21,07:45 AM,eBird - Traveling Count,33,1,6.598,,1,,,"A few seen, mostly heard while running. "
S68151048,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2020-04-30,05:48 PM,eBird - Traveling Count,79,1,3.03,,1
S68587494,Canada Goose,Branta canadensis,324,4,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2020-05-08,06:13 AM,eBird - Traveling Count,128,1,3.944,,1
S69074567,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2020-05-15,06:11 AM,eBird - Traveling Count,117,1,3.494,,1
S106588984,Canada Goose,Branta canadensis,324,10,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2022-04-09,07:26 AM,eBird - Traveling Count,57,1,1.931,,1
S106858305,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2022-04-12,08:59 AM,eBird - Traveling Count,67,1,2.414,,1
S107850607,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2022-04-23,07:24 AM,eBird - Traveling Count,67,1,2.173,,1
S109933493,Canada Goose,Branta canadensis,324,1,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2022-05-13,05:02 PM,eBird - Traveling Count,124,1,4.667,,1,,,"75, sunny. Almost eerily quiet compared to yesterday, though a pretty decent variety of species. 4 BTBW compared to 18 yesterday; 6 NOPA vs 23 yesterday; 13 YRWA vs 28, on what was nearly the same circuit."
S110223313,Canada Goose,Branta canadensis,324,7,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2022-05-15,06:05 AM,eBird - Traveling Count,270,1,8.851,,1
S133601534,Canada Goose,Branta canadensis,324,8,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2023-04-13,08:51 AM,eBird - Traveling Count,30,1,1.609,,1
S134023091,Canada Goose,Branta canadensis,324,6,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2023-04-16,03:58 PM,eBird - Traveling Count,107,1,4.023,,1
S134179501,Canada Goose,Branta canadensis,324,4,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2023-04-18,06:58 AM,eBird - Traveling Count,225,1,4.023,,1
S134360905,Canada Goose,Branta canadensis,324,6,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2023-04-20,06:48 AM,eBird - Traveling Count,135,1,2.816,,1
S134571140,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2023-04-22,07:58 AM,eBird - Traveling Count,65,1,1.127,,1
S135228459,Canada Goose,Branta canadensis,324,1,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2023-04-27,04:36 PM,eBird - Traveling Count,90,0,1.931,,1
S135319552,Canada Goose,Branta canadensis,324,4,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2023-04-28,02:44 PM,eBird - Traveling Count,94,1,2.736,,1
S137395168,Canada Goose,Branta canadensis,324,5,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2023-05-13,06:24 AM,eBird - Traveling Count,261,1,6.84,,1
S133692631,Canada Goose,Branta canadensis,324,2,US-VA,Newport News,L23581338,Monitor-Merrimack Overlook Park,36.981928,-76.39558,2023-04-14,08:56 AM,eBird - Traveling Count,18,1,.161,,1,,,"Arrived at just the right moment to see three river otters making their way out of the inlet, where they went around the rocky jetty and out of sight, presumably headed south along the shoreline."
S32773600,Canada Goose,Branta canadensis,324,6,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2016-04-16,07:30 AM,eBird - Traveling Count,240,1,4.,,1
S33274049,Canada Goose,Branta canadensis,324,51,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2016-12-29,11:45 AM,eBird - Traveling Count,150,1,3.219,,1
S36423481,Canada Goose,Branta canadensis,324,3,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2017-04-30,10:04 AM,eBird - Traveling Count,150,1,5.633,,1
S36585103,Canada Goose,Branta canadensis,324,16,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2017-05-06,07:04 AM,eBird - Traveling Count,210,1,6.437,,1
S41905567,Canada Goose,Branta canadensis,324,16,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2018-01-14,02:13 PM,eBird - Traveling Count,70,1,.483,,1
S42073597,Canada Goose,Branta canadensis,324,13,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2018-01-19,02:28 PM,eBird - Traveling Count,90,1,.805,,1
S42250482,Canada Goose,Branta canadensis,324,20,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2018-01-26,08:14 AM,eBird - Traveling Count,120,1,3.219,,1
S42839379,Canada Goose,Branta canadensis,324,24,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2018-02-16,09:43 AM,eBird - Traveling Count,45,1,1.609,,1
S52512495,Canada Goose,Branta canadensis,324,30,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2019-02-09,08:41 AM,eBird - Stationary Count,10,1,,,1
S106354077,Canada Goose,Branta canadensis,324,7,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2022-04-05,02:36 PM,eBird - Traveling Count,116,1,4.748,,1
S108720829,Canada Goose,Branta canadensis,324,4,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2022-05-02,06:30 AM,eBird - Traveling Count,250,1,6.489,,2
S134443688,Canada Goose,Branta canadensis,324,10,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2023-04-20,05:15 PM,eBird - Traveling Count,75,1,2.012,,1,,,Walk with Ro
S135400736,Canada Goose,Branta canadensis,324,7,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2023-04-29,06:05 AM,eBird - Traveling Count,250,1,7.805,,2
S137226482,Canada Goose,Branta canadensis,324,4,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2023-05-12,06:21 AM,eBird - Traveling Count,355,1,10.944,,1,,,"Really quite a few summer tanagers. Good counts of other species as well, though a notable paucity of certain warblers, thrushes, catbirds. 1 eastern mud turtle, and 1 good sized yellow-bellied slider ovipositing in a hole she’d dug out just to the side of the bike path. Two ~3 foot rat snakes."
S41794583,Canada Goose,Branta canadensis,324,42,US-VA,Newport News,L5719194,Peterson's Yacht Basin,36.983808,-76.3974774,2018-01-10,12:23 PM,eBird - Traveling Count,20,1,.161,,1
S68893525,Canada Goose,Branta canadensis,324,3,US-VA,Newport News,L5719194,Peterson's Yacht Basin,36.983808,-76.3974774,2020-05-11,06:53 PM,eBird - Traveling Count,41,1,.871,,1
S68954017,Canada Goose,Branta canadensis,324,3,US-VA,Newport News,L5719194,Peterson's Yacht Basin,36.983808,-76.3974774,2020-05-12,07:13 PM,eBird - Traveling Count,30,1,.805,,1
S69031927,Canada Goose,Branta canadensis,324,3,US-VA,Newport News,L5719194,Peterson's Yacht Basin,36.983808,-76.3974774,2020-05-14,10:55 AM,eBird - Traveling Count,28,1,.793,,1
